ORDER_ID,CUSTOMER_ID,STORE_ID,EMPLOYEE_ID,ORDER_DATE,REQUIRED_DATE,SHIP_DATE,ORDER_STATUS,SHIP_METHOD,SHIPPING_ADDRESS_ID,TOTAL_AMOUNT,TAX_AMOUNT,SHIPPING_COST,DISCOUNT_AMOUNT,FINAL_AMOUNT,PAYMENT_METHOD,PAYMENT_STATUS,NOTES
8029,209,33,54,2023-10-09,2023-10-19,,Processing,Same Day,,11702.91,1755.44,421,2261.09,11618.25,Credit Card,Pending,Order placed by Umar Siddiqui
8030,450,37,251,2023-12-14,2023-12-20,2023-12-15,Shipped,Same Day,,51125.03,7668.75,3,9444.97,49351.81,JazzCash,Completed,Order placed by Bilal Naeem
8031,513,74,198,2025-06-15,2025-06-22,2025-06-21,Delivered,Express,,308565.03,46284.75,395,38045.97,317198.82,Bank Transfer,Completed,Order placed by Amina Farooq
8032,202,43,107,2024-08-08,2024-08-12,2024-08-10,Delivered,Same Day,,295049.14,44257.37,160,8768.86,330697.64,EasyPaisa,Completed,Order placed by Bilal Khan
8033,1872,75,149,2024-06-30,2024-07-05,2024-07-02,Shipped,Courier,,216260.95,32439.14,178,22673.05,226205.04,JazzCash,Completed,Order placed by Sadia Khalid
8034,531,66,103,2024-08-23,2024-09-05,2024-08-30,Delivered,Express,,123745.63,18561.84,441,13171.37,129577.1,Cash,Completed,Order placed by Rayyan Tariq
8035,501,68,135,2023-11-10,2023-11-13,2023-11-17,Shipped,Same Day,,255620.02,38343.0,121,18355.98,275728.05,EasyPaisa,Completed,Order placed by Abdullah Saleem
8036,348,9,5,2025-07-28,2025-08-04,2025-08-04,Shipped,Same Day,,197597.0,29639.55,174,14081.0,213329.54,Mobile Banking,Completed,Order placed by Rayyan Malik
8037,1370,61,74,2023-09-04,2023-09-12,2023-09-06,Delivered,Standard,,312654.5,46898.18,211,33391.5,326372.18,Bank Transfer,Completed,Order placed by Khadija Iqbal
8038,113,12,235,2025-04-09,2025-04-21,2025-04-12,Delivered,Pickup,,30416.51,4562.48,477,1511.49,33944.49,JazzCash,Completed,Order placed by Maryam Ahmed
8039,9,4,165,2024-10-22,2024-11-03,2024-10-29,Delivered,Courier,,220753.81,33113.07,263,9551.19,244578.69,Bank Transfer,Completed,Order placed by Umar Khan
8040,1716,61,254,2024-08-19,2024-09-02,,Processing,Express,,275138.52,41270.78,12,34974.48,281446.82,JazzCash,Pending,Order placed by Rayyan Siddiqui
8041,338,53,27,2024-05-13,2024-05-16,2024-05-17,Delivered,Standard,,104475.77,15671.37,259,17120.23,103285.9,JazzCash,Completed,Order placed by Ibrahim Khan
8042,407,11,139,2025-04-18,2025-04-21,2025-04-21,Delivered,Courier,,128559.52,19283.93,170,15650.48,132362.96,JazzCash,Completed,Order placed by Fatima Khan
8043,11,35,201,2023-09-08,2023-09-20,2023-09-14,Delivered,Standard,,315063.08,47259.46,307,44487.92,318141.63,Credit Card,Completed,Order placed by Yusuf Zaidi
8044,1347,65,240,2024-05-23,2024-05-30,2024-05-30,Delivered,Pickup,,26253.1,3937.96,122,3954.9,26358.15,Bank Transfer,Completed,Order placed by Aisha Rehman
8045,1604,32,52,2024-11-27,2024-12-06,2024-12-01,Shipped,Standard,,47159.99,7074.0,125,6030.01,48328.97,Credit Card,Completed,Order placed by Noor Hussain
8046,303,53,178,2024-03-30,2024-04-13,,Processing,Same Day,,25183.12,3777.47,312,1867.88,27404.71,Debit Card,Pending,Order placed by Rabia Nadeem
8047,270,29,155,2023-11-27,2023-12-08,2023-12-04,Shipped,Pickup,,521559.93,78233.99,6,27564.07,572235.84,EasyPaisa,Completed,Order placed by Khadija Nadeem
8048,1452,17,48,2023-10-21,2023-10-23,2023-10-28,Shipped,Standard,,303605.65,45540.85,133,30982.35,318297.15,Bank Transfer,Completed,Order placed by Zoya Hashmi
8049,1193,4,152,2025-05-06,2025-05-14,2025-05-09,Delivered,Same Day,,115918.95,17387.84,231,22005.05,111532.75,Debit Card,Completed,Order placed by Zara Nadeem
8050,1644,53,205,2025-02-13,2025-02-19,2025-02-19,Shipped,Express,,148360.6,22254.09,239,22285.4,148568.3,EasyPaisa,Completed,Order placed by Sana Farooq
8051,1338,5,10,2024-07-22,2024-08-05,2024-07-24,Shipped,Same Day,,263499.99,39525.0,407,14767.01,288664.98,Cash,Completed,Order placed by Mariam Naeem
8052,331,7,150,2024-04-21,2024-04-30,2024-04-24,Shipped,Standard,,290720.91,43608.14,258,32838.09,301748.96,JazzCash,Completed,Order placed by Muhammad Iqbal
8053,1168,7,199,2025-06-01,2025-06-08,2025-06-02,Shipped,Same Day,,467049.89,70057.48,205,31978.11,505334.27,Debit Card,Completed,Order placed by Jannat Jafri
8054,1899,9,89,2024-01-24,2024-02-03,2024-01-26,Shipped,Same Day,,317796.85,47669.53,380,33045.15,332801.23,Credit Card,Completed,Order placed by Hania Nadeem
8055,478,67,203,2024-02-03,2024-02-04,2024-02-08,Delivered,Courier,,254092.5,38113.87,420,13379.5,279246.87,EasyPaisa,Completed,Order placed by Rabia Raza
8056,497,19,193,2024-09-22,2024-10-04,,Processing,Express,,233628.28,35044.24,33,37999.72,230705.8,Credit Card,Pending,Order placed by Ayesha Abbas
8057,1363,67,145,2025-08-20,2025-08-28,2025-08-25,Shipped,Courier,,468902.75,70335.41,190,63785.25,475642.9,Debit Card,Completed,Order placed by Jannat Shah
8058,1064,8,208,2025-01-25,2025-02-03,2025-01-31,Shipped,Same Day,,314545.31,47181.8,177,12536.69,349367.42,Mobile Banking,Completed,Order placed by Sadia Saeed
8059,1851,67,9,2025-07-01,2025-07-14,2025-07-08,Shipped,Same Day,,43563.51,6534.53,369,7756.49,42710.54,Cash,Completed,Order placed by Zara Khalid
8060,1021,24,164,2024-04-04,2024-04-08,,Processing,Express,,40569.04,6085.36,183,1892.96,44944.43,Credit Card,Pending,Order placed by Muhammad Khalid
8061,1003,61,254,2024-03-29,2024-04-07,2024-04-03,Delivered,Same Day,,483369.14,72505.37,71,28359.86,527585.64,Mobile Banking,Completed,Order placed by Hamza Abbas
8062,449,39,234,2023-12-27,2024-01-08,2023-12-29,Delivered,Express,,186582.73,27987.41,206,27923.27,186852.87,Credit Card,Completed,Order placed by Maryam Khalid
8063,636,7,156,2024-08-21,2024-08-23,2024-08-25,Delivered,Courier,,494381.47,74157.22,26,36866.53,531698.17,Debit Card,Completed,Order placed by Khadija Raza
8064,1789,64,123,2023-12-16,2023-12-28,2023-12-20,Shipped,Express,,249019.17,37352.88,458,53355.83,233474.21,Cash,Completed,Order placed by Hassan Saleem
8065,319,34,286,2024-07-24,2024-08-03,2024-07-26,Shipped,Courier,,176102.73,26415.41,253,40021.27,162749.87,Cash,Completed,Order placed by Zayan Rehman
8066,988,59,96,2024-02-09,2024-02-18,,Processing,Standard,,97379.32,14606.9,80,14684.68,97381.55,EasyPaisa,Pending,Order placed by Usman Tariq
8067,1451,14,147,2025-01-31,2025-02-09,2025-02-02,Delivered,Courier,,138911.69,20836.75,161,3108.31,156801.13,EasyPaisa,Completed,Order placed by Muhammad Jafri
8068,247,74,128,2024-08-01,2024-08-15,2024-08-02,Shipped,Express,,314258.81,47138.82,363,35569.19,326191.45,EasyPaisa,Completed,Order placed by Sumaya Zahid
8069,1544,56,296,2025-02-01,2025-02-04,2025-02-02,Delivered,Same Day,,219580.3,32937.05,184,28331.7,224369.65,Bank Transfer,Completed,Order placed by Maryam Rashid
8070,554,35,18,2025-08-22,2025-08-28,,Processing,Express,,160639.95,24095.99,301,6273.05,178763.9,Cash,Pending,Order placed by Rabia Khalid
8071,52,39,234,2024-01-07,2024-01-19,,Processing,Same Day,,421829.17,63274.38,148,50953.83,434297.71,EasyPaisa,Pending,Order placed by Jannat Tariq
8072,726,18,216,2024-05-01,2024-05-12,2024-05-06,Shipped,Pickup,,264599.72,39689.96,20,31191.28,273118.4,Credit Card,Completed,Order placed by Mariam Khan
8073,1244,67,203,2025-07-04,2025-07-08,2025-07-10,Shipped,Courier,,189860.59,28479.09,371,31111.41,187599.27,Mobile Banking,Completed,Order placed by Zoya Qureshi
8074,557,11,168,2025-03-22,2025-03-26,,Pending,Pickup,,122212.62,18331.89,174,23557.38,117161.14,Cash,Pending,Order placed by Zayan Nadeem
8075,1185,59,281,2024-10-02,2024-10-13,2024-10-06,Shipped,Pickup,,116161.45,17424.22,155,1870.55,131870.11,EasyPaisa,Completed,Order placed by Hania Hussain
8076,243,17,229,2025-02-21,2025-03-07,2025-02-23,Delivered,Same Day,,38007.46,5701.12,306,5082.54,38932.03,Mobile Banking,Completed,Order placed by Ibrahim Shah
8077,565,24,247,2023-10-18,2023-11-01,2023-10-25,Shipped,Standard,,279924.85,41988.73,13,45501.15,276425.43,Credit Card,Completed,Order placed by Ayan Ali
8078,522,59,281,2023-11-13,2023-11-25,,Processing,Standard,,233224.15,34983.62,312,37851.85,230667.92,Debit Card,Pending,Order placed by Fatima Hashmi
8079,785,10,214,2025-02-10,2025-02-15,2025-02-14,Shipped,Courier,,71785.08,10767.76,313,6379.92,76485.92,Bank Transfer,Completed,Order placed by Aisha Malik
8080,475,29,141,2023-09-03,2023-09-09,2023-09-08,Delivered,Courier,,579948.82,86992.32,459,84443.18,582956.96,Credit Card,Completed,Order placed by Rabia Qureshi
8081,1217,67,145,2025-05-15,2025-05-27,2025-05-16,Shipped,Standard,,165612.18,24841.83,398,29003.82,161848.2,JazzCash,Completed,Order placed by Sana Saleem
8082,1722,41,65,2025-03-23,2025-04-04,2025-03-24,Delivered,Pickup,,122393.03,18358.95,454,13510.97,127695.02,Debit Card,Completed,Order placed by Nida Rashid
8083,669,21,172,2025-07-31,2025-08-03,,Pending,Standard,,6937.95,1040.69,431,1516.05,6893.59,Mobile Banking,Pending,Order placed by Umar Raza
8084,171,54,35,2024-10-26,2024-11-05,2024-10-30,Shipped,Courier,,277376.2,41606.43,375,51575.8,267781.83,Debit Card,Completed,Order placed by Noor Naqvi
8085,1549,73,106,2025-02-10,2025-02-14,2025-02-14,Delivered,Courier,,35625.2,5343.78,310,2606.8,38672.18,JazzCash,Completed,Order placed by Arham Zahid
8086,1935,50,87,2023-10-28,2023-11-11,2023-11-03,Delivered,Express,,297300.4,44595.06,359,14907.6,327346.86,JazzCash,Completed,Order placed by Bilal Rizvi
8087,1107,41,20,2023-11-09,2023-11-15,2023-11-10,Shipped,Express,,37683.62,5652.54,337,2248.38,41424.79,Bank Transfer,Completed,Order placed by Ahmed Qureshi
8088,584,62,146,2024-03-20,2024-04-03,2024-03-23,Delivered,Courier,,66339.87,9950.98,157,12280.13,64167.72,Credit Card,Completed,Order placed by Nida Rizwan
8089,364,40,80,2024-07-01,2024-07-02,2024-07-05,Delivered,Courier,,142002.05,21300.31,417,11612.95,152106.41,JazzCash,Completed,Order placed by Zain Farooq
8090,1392,6,163,2023-11-05,2023-11-19,2023-11-12,Shipped,Standard,,8060.24,1209.04,189,1327.76,8130.52,Credit Card,Completed,Order placed by Amaan Abbas
8091,1268,21,162,2023-12-20,2023-12-26,2023-12-22,Shipped,Courier,,272566.05,40884.91,57,48463.95,265044.0,Cash,Completed,Order placed by Mariam Saleem
8092,196,75,127,2024-01-30,2024-02-07,2024-02-04,Delivered,Standard,,86329.48,12949.42,177,17868.52,81587.39,Mobile Banking,Completed,Order placed by Sumaya Saeed
8093,362,48,182,2024-05-09,2024-05-10,2024-05-16,Shipped,Courier,,90189.91,13528.49,431,6810.09,97339.31,EasyPaisa,Completed,Order placed by Hamza Malik
8094,1012,37,181,2025-04-02,2025-04-09,2025-04-07,Delivered,Courier,,62780.6,9417.09,2,13683.4,58516.3,Debit Card,Completed,Order placed by Mariam Hashmi
8095,1878,48,182,2023-09-03,2023-09-13,,Pending,Express,,316084.76,47412.71,407,20368.24,343536.24,Cash,Pending,Order placed by Hassan Qureshi
8096,295,13,122,2024-07-28,2024-08-06,2024-07-31,Delivered,Courier,,136561.16,20484.17,288,26634.84,130698.49,EasyPaisa,Completed,Order placed by Noor Siddiqui
8097,1777,9,5,2024-01-25,2024-02-04,2024-02-01,Shipped,Standard,,33982.48,5097.37,40,97.52,39022.32,Debit Card,Completed,Order placed by Aisha Zahid
8098,87,75,98,2025-01-23,2025-01-30,2025-01-24,Delivered,Express,,190874.74,28631.21,171,38645.26,181031.68,Bank Transfer,Completed,Order placed by Zain Khan
8099,1739,4,76,2023-10-29,2023-11-10,,Pending,Courier,,59214.1,8882.11,54,3940.9,64209.31,JazzCash,Pending,Order placed by Zoya Siddiqui
8100,684,8,208,2024-11-16,2024-11-22,2024-11-17,Shipped,Pickup,,517152.04,77572.81,447,59354.96,535816.88,Cash,Completed,Order placed by Sana Iqbal
8101,713,60,109,2025-07-15,2025-07-18,2025-07-21,Delivered,Same Day,,297863.92,44679.59,500,17725.08,325318.43,JazzCash,Completed,Order placed by Aisha Akhtar
8102,326,15,207,2024-07-07,2024-07-13,,Pending,Pickup,,142843.99,21426.6,235,13485.01,151020.58,Mobile Banking,Pending,Order placed by Hussein Rehman
8103,449,70,28,2024-11-12,2024-11-18,2024-11-17,Shipped,Standard,,672845.31,100926.8,470,81840.69,692401.41,Credit Card,Completed,Order placed by Maryam Khalid
8104,880,40,227,2025-06-04,2025-06-17,,Processing,Express,,85523.96,12828.59,43,15747.04,82648.51,EasyPaisa,Pending,Order placed by Ayesha Siddiqui
8105,1706,63,24,2024-04-02,2024-04-09,2024-04-06,Shipped,Standard,,280730.41,42109.56,111,27862.59,295088.39,Cash,Completed,Order placed by Shahzad Khan
8106,1362,40,195,2023-09-18,2023-09-28,,Processing,Express,,316175.0,47426.25,374,22078.0,341897.25,Bank Transfer,Pending,Order placed by Ayesha Farooq
8107,916,23,91,2024-01-18,2024-01-23,2024-01-25,Delivered,Pickup,,154519.6,23177.94,183,21619.4,156261.14,Mobile Banking,Completed,Order placed by Zara Qureshi
8108,1649,11,168,2025-01-06,2025-01-11,2025-01-07,Delivered,Courier,,480753.91,72113.09,472,46779.09,506559.9,Debit Card,Completed,Order placed by Hassan Waseem
8109,1727,63,73,2025-02-06,2025-02-13,2025-02-12,Shipped,Pickup,,202112.69,30316.9,476,31281.31,201624.29,Debit Card,Completed,Order placed by Usman Saleem
8110,311,35,275,2023-10-13,2023-10-26,2023-10-14,Delivered,Courier,,244128.2,36619.23,69,8354.8,272461.62,Bank Transfer,Completed,Order placed by Ayan Naeem
8111,1128,4,165,2025-03-26,2025-04-08,2025-04-01,Shipped,Courier,,247054.6,37058.19,20,32639.4,251493.4,Mobile Banking,Completed,Order placed by Muhammad Naqvi
8112,1976,6,58,2024-01-19,2024-01-21,2024-01-24,Shipped,Pickup,,484605.09,72690.76,275,59568.91,498001.95,JazzCash,Completed,Order placed by Hussein Malik
8113,1261,59,265,2023-08-28,2023-09-02,2023-09-03,Shipped,Express,,50583.75,7587.56,381,5048.25,53504.06,Mobile Banking,Completed,Order placed by Sana Saeed
8114,938,53,157,2025-03-26,2025-04-02,2025-03-27,Shipped,Pickup,,129919.9,19487.99,451,19228.1,130630.79,JazzCash,Completed,Order placed by Alina Farooq
8115,614,72,167,2024-08-22,2024-08-28,2024-08-28,Shipped,Same Day,,223176.79,33476.52,273,6328.21,250598.1,Debit Card,Completed,Order placed by Alina Tariq
8116,426,12,245,2025-02-13,2025-02-18,2025-02-15,Delivered,Express,,175267.41,26290.11,486,30585.59,171457.93,EasyPaisa,Completed,Order placed by Zara Raza
8117,1032,5,273,2024-09-10,2024-09-18,,Processing,Express,,301951.95,45292.79,141,22068.05,325317.7,EasyPaisa,Pending,Order placed by Noor Abbas
8118,87,24,102,2024-11-09,2024-11-23,2024-11-13,Shipped,Standard,,354890.51,53233.58,267,7849.49,400541.59,Mobile Banking,Completed,Order placed by Zain Khan
8119,488,5,273,2024-09-04,2024-09-07,2024-09-10,Delivered,Express,,148587.73,22288.16,419,14608.27,156686.61,Credit Card,Completed,Order placed by Haris Rashid
8120,761,53,157,2025-05-16,2025-05-23,2025-05-23,Delivered,Same Day,,16063.98,2409.6,201,911.02,17763.56,JazzCash,Completed,Order placed by Maryam Ali
8121,1523,71,259,2023-11-26,2023-12-10,,Processing,Same Day,,210259.47,31538.92,475,17659.53,224613.87,Cash,Pending,Order placed by Mahnoor Ahmed
8122,1900,12,245,2024-07-30,2024-08-03,2024-08-01,Delivered,Express,,202478.3,30371.74,145,32731.7,200263.34,Mobile Banking,Completed,Order placed by Umar Shah
8123,1580,59,288,2023-10-07,2023-10-11,2023-10-10,Shipped,Courier,,450182.22,67527.33,28,33645.78,484091.77,Credit Card,Completed,Order placed by Amaan Hassan
8124,1863,2,158,2024-10-25,2024-11-03,,Processing,Courier,,190607.09,28591.06,150,21351.91,197996.24,Debit Card,Pending,Order placed by Ayesha Nadeem
8125,227,4,165,2024-05-01,2024-05-15,,Processing,Standard,,285176.73,42776.51,284,36662.27,291574.97,Cash,Pending,Order placed by Hafsa Khan
8126,1041,40,227,2024-12-31,2025-01-08,2025-01-05,Shipped,Standard,,495993.24,74398.99,220,33426.76,537185.46,Mobile Banking,Completed,Order placed by Noor Hassan
8127,535,63,190,2024-02-16,2024-02-28,2024-02-18,Shipped,Standard,,215651.88,32347.78,112,25933.12,222178.54,Credit Card,Completed,Order placed by Ibrahim Rashid
8128,1523,58,143,2024-04-05,2024-04-10,,Pending,Pickup,,298244.58,44736.69,191,25477.42,317694.84,JazzCash,Pending,Order placed by Mahnoor Ahmed
8129,1133,30,221,2024-08-04,2024-08-16,,Processing,Courier,,56545.83,8481.88,419,10858.17,54588.54,JazzCash,Pending,Order placed by Ayan Naqvi
8130,363,36,140,2024-05-25,2024-05-31,2024-06-01,Shipped,Standard,,223162.89,33474.43,271,37450.11,219458.21,JazzCash,Completed,Order placed by Yusuf Iqbal
8131,1385,40,195,2024-04-21,2024-04-22,,Processing,Standard,,50033.61,7505.04,149,7381.39,50306.27,Credit Card,Pending,Order placed by Ayan Khan
8132,1283,45,60,2024-02-21,2024-02-25,,Processing,Express,,378679.7,56801.96,74,66633.3,368922.36,Bank Transfer,Pending,Order placed by Zara Rashid
8133,485,55,233,2025-08-03,2025-08-09,2025-08-07,Delivered,Courier,,255720.04,38358.01,216,29933.96,264360.08,EasyPaisa,Completed,Order placed by Abdullah Rehman
8134,1751,72,267,2025-02-03,2025-02-15,2025-02-09,Shipped,Pickup,,267845.04,40176.76,464,24731.96,283753.84,Mobile Banking,Completed,Order placed by Ali Hassan
8135,595,46,77,2024-06-08,2024-06-14,2024-06-11,Shipped,Same Day,,185208.35,27781.25,235,5769.65,207454.96,Debit Card,Completed,Order placed by Umar Rizvi
8136,1657,1,22,2023-09-26,2023-10-05,2023-10-02,Shipped,Same Day,,74741.41,11211.21,360,16290.59,70022.02,Mobile Banking,Completed,Order placed by Hafsa Rizwan
8137,1013,40,297,2024-12-02,2024-12-16,2024-12-08,Shipped,Courier,,62910.28,9436.54,435,11568.72,61213.1,JazzCash,Completed,Order placed by Zain Rashid
8138,1016,5,57,2024-08-09,2024-08-13,2024-08-10,Delivered,Courier,,331715.41,49757.31,431,48418.59,333485.14,Debit Card,Completed,Order placed by Rabia Akhtar
8139,1438,1,22,2024-10-11,2024-10-14,2024-10-13,Shipped,Express,,93238.73,13985.81,486,7089.27,100621.28,Credit Card,Completed,Order placed by Amina Ali
8140,1187,27,250,2024-03-15,2024-03-29,2024-03-19,Delivered,Same Day,,38870.74,5830.61,372,5988.26,39085.1,Cash,Completed,Order placed by Umar Hashmi
8141,1889,10,214,2024-04-15,2024-04-19,2024-04-22,Delivered,Pickup,,317640.89,47646.13,371,35812.11,329845.91,Credit Card,Completed,Order placed by Abdullah Naeem
8142,615,45,31,2024-03-14,2024-03-16,,Pending,Pickup,,164410.86,24661.63,178,13874.14,175376.34,Cash,Pending,Order placed by Rayyan Rizwan
8143,632,71,259,2024-02-17,2024-02-28,2024-02-22,Delivered,Express,,260367.13,39055.07,104,6988.87,292537.32,Mobile Banking,Completed,Order placed by Noor Tariq
8144,365,12,235,2025-03-28,2025-04-06,2025-04-02,Delivered,Express,,188453.12,28267.97,10,7817.88,208913.2,JazzCash,Completed,Order placed by Bilal Iqbal
8145,1930,59,265,2023-09-04,2023-09-15,2023-09-06,Shipped,Courier,,260919.05,39137.86,327,25211.95,275171.96,Mobile Banking,Completed,Order placed by Jannat Zaidi
8146,635,29,141,2024-07-26,2024-08-03,,Processing,Standard,,207319.09,31097.86,390,39860.91,198946.04,EasyPaisa,Pending,Order placed by Ayan Hassan
8147,1717,21,298,2024-02-11,2024-02-15,2024-02-18,Delivered,Courier,,100958.01,15143.7,191,14065.99,102226.72,Credit Card,Completed,Order placed by Arham Ahmed
8148,12,43,161,2024-09-09,2024-09-21,2024-09-10,Shipped,Same Day,,399814.83,59972.22,291,47265.17,412812.88,JazzCash,Completed,Order placed by Ali Raza
8149,38,1,282,2024-01-01,2024-01-11,2024-01-07,Delivered,Standard,,176219.99,26433.0,223,8203.01,194672.99,JazzCash,Completed,Order placed by Sana Zaidi
8150,1669,17,229,2025-04-15,2025-04-17,,Processing,Pickup,,12900.49,1935.07,353,3105.51,12083.05,Debit Card,Pending,Order placed by Maryam Khalid
8151,767,59,281,2024-06-08,2024-06-13,2024-06-09,Delivered,Courier,,128852.26,19327.84,232,15200.74,133211.37,Bank Transfer,Completed,Order placed by Arham Rashid
8152,1988,39,67,2023-12-04,2023-12-14,2023-12-07,Delivered,Standard,,33277.83,4991.68,336,7195.17,31410.34,Debit Card,Completed,Order placed by Hania Siddiqui
8153,515,62,101,2025-05-01,2025-05-02,2025-05-06,Delivered,Courier,,41349.88,6202.48,43,7475.12,40120.24,Credit Card,Completed,Order placed by Bilal Zahid
8154,57,27,250,2023-10-13,2023-10-20,2023-10-20,Delivered,Pickup,,119278.04,17891.71,234,14265.96,123137.79,EasyPaisa,Completed,Order placed by Hassan Zahid
8155,736,18,53,2024-01-04,2024-01-14,2024-01-07,Delivered,Courier,,196197.75,29429.66,91,16882.25,208836.15,Credit Card,Completed,Order placed by Aisha Rehman
8156,1034,4,165,2024-07-25,2024-08-07,2024-07-26,Shipped,Pickup,,183073.12,27460.97,31,9099.88,201465.2,Mobile Banking,Completed,Order placed by Zara Rashid
8157,282,26,83,2024-02-27,2024-03-02,,Pending,Standard,,234966.74,35245.01,71,27902.26,242380.49,Bank Transfer,Pending,Order placed by Alina Saleem
8158,1227,62,118,2024-06-30,2024-07-01,,Pending,Same Day,,78808.69,11821.3,317,8221.31,82725.69,Bank Transfer,Pending,Order placed by Bilal Shah
8159,779,14,147,2024-12-26,2024-12-31,2024-12-29,Shipped,Courier,,51405.74,7710.86,422,9910.26,49628.35,Credit Card,Completed,Order placed by Mahnoor Ali
8160,1725,61,144,2023-10-13,2023-10-21,2023-10-16,Delivered,Courier,,11925.19,1788.78,485,521.81,13677.17,Mobile Banking,Completed,Order placed by Zain Waseem
8161,1987,39,234,2025-05-11,2025-05-20,2025-05-14,Delivered,Courier,,199355.11,29903.27,125,30068.89,199314.49,JazzCash,Completed,Order placed by Muhammad Ali
8162,210,35,166,2025-07-02,2025-07-06,2025-07-04,Shipped,Courier,,270635.6,40595.34,287,26253.4,285264.54,JazzCash,Completed,Order placed by Nida Farooq
8163,24,41,36,2023-10-08,2023-10-12,2023-10-09,Shipped,Standard,,223752.82,33562.92,18,17640.18,239693.56,Cash,Completed,Order placed by Amina Ahmed
8164,1538,46,133,2024-08-08,2024-08-14,2024-08-14,Shipped,Courier,,25270.62,3790.59,405,122.38,29343.84,Credit Card,Completed,Order placed by Zain Malik
8165,179,63,73,2025-02-02,2025-02-16,2025-02-09,Shipped,Same Day,,251463.98,37719.6,289,1800.02,287672.56,Debit Card,Completed,Order placed by Ibrahim Saleem
8166,845,67,203,2024-02-10,2024-02-13,2024-02-14,Delivered,Courier,,224288.35,33643.25,11,6675.65,251266.95,Cash,Completed,Order placed by Hafsa Tariq
8167,1852,31,137,2023-11-29,2023-12-07,,Pending,Courier,,183652.91,27547.94,455,14141.09,197514.76,Mobile Banking,Pending,Order placed by Hussein Khan
8168,1816,68,135,2023-08-26,2023-09-02,,Pending,Same Day,,546547.57,81982.14,243,79045.43,549727.28,Debit Card,Pending,Order placed by Hafsa Saleem
8169,118,73,2,2025-02-17,2025-02-26,2025-02-20,Delivered,Pickup,,165697.06,24854.56,376,33452.94,157474.67,JazzCash,Completed,Order placed by Zayan Zahid
8170,976,11,139,2025-08-19,2025-08-20,2025-08-20,Shipped,Pickup,,128078.03,19211.71,250,15358.97,132180.77,Mobile Banking,Completed,Order placed by Bilal Hussain
8171,1239,47,215,2024-11-28,2024-12-12,2024-11-29,Delivered,Same Day,,9055.58,1358.34,409,1049.42,9773.5,Bank Transfer,Completed,Order placed by Zoya Hussain
8172,760,34,286,2025-01-25,2025-01-29,,Processing,Express,,153807.8,23071.17,247,22552.2,154573.77,Mobile Banking,Pending,Order placed by Hania Hussain
8173,747,75,98,2024-07-08,2024-07-20,2024-07-12,Delivered,Same Day,,383574.65,57536.2,236,57461.35,383885.5,Credit Card,Completed,Order placed by Amina Nadeem
8174,1837,64,264,2023-09-13,2023-09-24,2023-09-19,Shipped,Same Day,,7640.29,1146.04,465,771.71,8479.63,JazzCash,Completed,Order placed by Yusuf Tariq
8175,84,15,43,2023-09-08,2023-09-09,2023-09-11,Shipped,Courier,,76465.82,11469.87,192,6650.18,81477.5,Credit Card,Completed,Order placed by Ayan Shah
8176,1796,10,214,2023-11-23,2023-11-26,2023-11-25,Delivered,Standard,,104904.95,15735.74,110,12716.05,108034.65,Credit Card,Completed,Order placed by Shahzad Qureshi
8177,143,34,84,2024-03-22,2024-03-27,2024-03-29,Delivered,Same Day,,124480.37,18672.06,491,5929.63,137713.8,JazzCash,Completed,Order placed by Mariam Saleem
8178,318,54,39,2025-07-25,2025-07-28,,Pending,Pickup,,26167.69,3925.15,211,3406.31,26897.53,Cash,Pending,Order placed by Maryam Naeem
8179,1774,28,113,2025-05-15,2025-05-26,,Pending,Standard,,487962.87,73194.43,194,52279.13,509072.17,JazzCash,Pending,Order placed by Alina Qureshi
8180,179,13,274,2025-07-10,2025-07-13,2025-07-14,Shipped,Standard,,277659.45,41648.92,464,15352.55,304419.83,JazzCash,Completed,Order placed by Ibrahim Saleem
8181,600,5,184,2024-11-12,2024-11-18,2024-11-19,Shipped,Express,,221368.29,33205.24,67,36563.71,218076.82,EasyPaisa,Completed,Order placed by Maryam Rashid
8182,969,43,107,2025-05-31,2025-06-03,,Processing,Express,,404858.24,60728.74,130,29501.76,436215.21,JazzCash,Pending,Order placed by Noor Ahmed
8183,1326,56,244,2024-03-18,2024-03-23,2024-03-19,Shipped,Standard,,44901.66,6735.25,291,4738.34,47189.57,EasyPaisa,Completed,Order placed by Umar Waseem
8184,1505,3,295,2024-04-18,2024-04-22,2024-04-20,Shipped,Pickup,,3392.24,508.84,198,329.76,3769.32,Debit Card,Completed,Order placed by Khadija Nadeem
8185,729,52,253,2024-10-30,2024-11-08,2024-11-06,Delivered,Same Day,,125034.34,18755.15,453,7144.66,137097.83,Cash,Completed,Order placed by Hamza Akhtar
8186,571,34,286,2024-06-10,2024-06-15,2024-06-13,Shipped,Same Day,,178752.41,26812.86,3,8378.59,197189.69,Credit Card,Completed,Order placed by Ibrahim Khan
8187,1389,49,82,2025-01-12,2025-01-17,2025-01-18,Delivered,Courier,,467146.7,70072.0,71,44575.3,492714.4,JazzCash,Completed,Order placed by Umar Waseem
8188,1929,74,128,2025-05-23,2025-06-06,,Pending,Courier,,269532.31,40429.85,470,52100.69,258331.47,JazzCash,Pending,Order placed by Hafsa Naeem
8189,1006,28,113,2024-05-19,2024-05-24,2024-05-20,Shipped,Courier,,261967.62,39295.14,140,17857.38,283545.38,Mobile Banking,Completed,Order placed by Hafsa Ali
