CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,DATE_OF_BIRTH,GENDER,MARITAL_STATUS,EDUCATION_LEVEL,ANNUAL_INCOME,CUSTOMER_SEGMENT,REGISTRATION_DATE,IS_ACTIVE
1566,Umar,Malik,umar.malik@outlook.com,+92-318-7846040,2006-01-26,F,Widowed,PhD,1147220,Regular,2024-10-07,False
1567,Jannat,Ali,jannat.ali@hotmail.com,+92-331-5010250,1951-07-27,M,Married,Other,839581,Regular,2023-05-05,True
1568,Muhammad,Tariq,muhammad.tariq@gmail.com,+92-310-3910304,1964-09-10,M,Divorced,PhD,1388552,Regular,2022-03-11,True
1569,Sadia,Hassan,sadia.hassan@gmail.com,+92-330-2516590,1974-09-07,Other,Married,Bachelor,1108022,Regular,2021-12-30,True
1570,Jannat,Rehman,jannat.rehman@gmail.com,+92-323-6332429,1979-10-11,F,Widowed,Primary,603823,Regular,2024-07-29,True
1571,Khadija,Ali,khadija.ali@hotmail.com,+92-331-8493565,1969-04-22,Other,Married,Primary,1391098,Regular,2022-02-08,False
1572,Amaan,Akhtar,amaan.akhtar@hotmail.com,+92-345-4061019,1961-06-06,F,Single,Master,973769,Regular,2020-09-20,True
1573,Nida,Waseem,nida.waseem@outlook.com,+92-347-2054765,1976-07-19,Other,Widowed,Bachelor,1354927,Regular,2023-07-20,False
1574,Zoya,Malik,zoya.malik@gmail.com,+92-306-9886323,1949-08-03,Other,Married,Primary,14790256,VIP,2023-12-27,False
1575,Rayyan,Siddiqui,rayyan.siddiqui@yahoo.com,+92-320-8140683,1991-09-23,M,Widowed,Secondary,957946,Regular,2023-03-09,True
1576,Sana,Rizvi,sana.rizvi@outlook.com,+92-320-5574091,1946-09-20,F,Single,Secondary,392810,Occasional,2025-06-25,True
1577,Noor,Shah,noor.shah@outlook.com,+92-331-6983800,2004-04-20,M,Divorced,Higher Secondary,707380,Regular,2023-08-14,False
1578,Zara,Qureshi,zara.qureshi@outlook.com,+92-318-7097462,1973-09-27,M,Married,Master,2594461,Premium,2020-10-26,True
1579,Khadija,Saeed,khadija.saeed@gmail.com,+92-317-8740637,1997-08-17,F,Married,Other,1196316,Regular,2024-06-17,True
1580,Amaan,Hassan,amaan.hassan@outlook.com,+92-341-6866196,1999-02-16,M,Widowed,Higher Secondary,551594,Occasional,2023-06-05,False
1581,Bilal,Qureshi,bilal.qureshi@gmail.com,+92-327-3217117,1964-05-02,Other,Married,Other,535154,Regular,2023-04-17,True
1582,Zayan,Farooq,zayan.farooq@outlook.com,+92-316-1913885,1958-10-20,M,Single,PhD,770793,Regular,2023-07-03,True
1583,Abdullah,Saleem,abdullah.saleem@yahoo.com,+92-303-6521335,1982-04-16,M,Single,Other,290201,Occasional,2024-08-07,False
1584,Fatima,Qureshi,fatima.qureshi@hotmail.com,+92-340-5477401,1985-11-26,M,Widowed,Master,531555,Occasional,2023-05-21,True
1585,Ahmed,Naeem,ahmed.naeem@gmail.com,+92-313-9235624,1980-01-02,F,Single,Primary,1382287,Regular,2024-04-11,False
1586,Arham,Naeem,arham.naeem@yahoo.com,+92-318-2830983,1961-02-03,F,Widowed,Master,4779855,Premium,2023-07-09,True
1587,Hania,Akhtar,hania.akhtar@outlook.com,+92-342-9294299,1962-03-02,M,Single,Bachelor,1403228,Regular,2022-07-06,True
1588,Arham,Naeem,arham.naeem@gmail.com,+92-336-7463737,1985-08-12,Other,Divorced,Bachelor,727913,Occasional,2021-06-07,True
1589,Sana,Ali,sana.ali@yahoo.com,+92-318-1034082,1972-03-12,Other,Widowed,Master,780065,Occasional,2024-05-09,True
1590,Amaan,Rizwan,amaan.rizwan@outlook.com,+92-334-1806690,1996-02-04,F,Single,Primary,618829,Occasional,2025-04-30,False
1591,Hassan,Zahid,hassan.zahid@gmail.com,+92-316-7177875,1984-03-02,Other,Married,Higher Secondary,548172,Occasional,2023-10-03,True
1592,Hania,Akhtar,hania.akhtar@yahoo.com,+92-332-2877409,1950-06-27,Other,Single,Bachelor,780890,Regular,2023-10-18,False
1593,Shahzad,Zaidi,shahzad.zaidi@hotmail.com,+92-318-7681375,1965-08-10,M,Widowed,PhD,937581,Regular,2021-09-24,True
1594,Usman,Iqbal,usman.iqbal@hotmail.com,+92-300-3207044,1999-02-23,M,Widowed,Master,1312863,Regular,2024-02-23,False
1595,Ayan,Tariq,ayan.tariq@hotmail.com,+92-342-5309467,1963-11-19,M,Widowed,Master,608730,Occasional,2022-10-14,True
1596,Ayesha,Hussain,ayesha.hussain@outlook.com,+92-309-4930690,1987-12-01,Other,Married,PhD,741973,Regular,2021-01-06,True
1597,Amaan,Farooq,amaan.farooq@gmail.com,+92-311-7804087,1973-12-26,F,Divorced,PhD,977982,Regular,2020-10-30,True
1598,Ahmed,Hashmi,ahmed.hashmi@hotmail.com,+92-338-6647698,2006-12-10,M,Divorced,Other,924876,Regular,2025-04-17,False
1599,Usman,Naqvi,usman.naqvi@outlook.com,+92-308-6626145,1945-09-23,Other,Divorced,Higher Secondary,614543,Regular,2024-11-25,False
1600,Aisha,Rehman,aisha.rehman@outlook.com,+92-319-4381703,1973-11-23,F,Single,Bachelor,627350,Occasional,2021-02-06,True
1601,Rabia,Malik,rabia.malik@outlook.com,+92-330-2465864,1956-08-15,F,Single,Secondary,738564,Regular,2022-07-31,True
1602,Umar,Saeed,umar.saeed@yahoo.com,+92-314-7369391,1994-06-06,M,Divorced,Bachelor,505939,Regular,2024-10-09,False
1603,Muhammad,Hussain,muhammad.hussain@hotmail.com,+92-306-8642333,1951-09-21,F,Single,Secondary,681815,Occasional,2025-05-23,True
1604,Noor,Hussain,noor.hussain@gmail.com,+92-326-3316051,1966-04-07,Other,Widowed,Higher Secondary,661386,Occasional,2022-02-18,True
1605,Khadija,Abbas,khadija.abbas@outlook.com,+92-344-2141923,1968-02-21,M,Widowed,Bachelor,1486152,Regular,2020-12-12,False
1606,Ahmed,Saeed,ahmed.saeed@yahoo.com,+92-342-8198588,1947-11-19,M,Widowed,Master,1305359,Regular,2023-06-22,True
1607,Noor,Hassan,noor.hassan@hotmail.com,+92-311-1622445,1987-06-16,M,Divorced,PhD,13179380,VIP,2020-10-30,True
1608,Mariam,Rizvi,mariam.rizvi@gmail.com,+92-338-9318906,1999-07-27,Other,Divorced,Master,444761,Occasional,2024-02-22,True
1609,Yusuf,Malik,yusuf.malik@hotmail.com,+92-340-2604205,1954-03-21,Other,Married,PhD,824606,Regular,2021-01-25,True
1610,Arham,Saeed,arham.saeed@hotmail.com,+92-341-7070866,1985-06-21,Other,Widowed,Higher Secondary,607360,Occasional,2025-07-20,False
1611,Amaan,Zahid,amaan.zahid@hotmail.com,+92-340-2283890,1969-07-17,F,Single,Primary,661699,Regular,2023-09-28,False
1612,Shahzad,Waseem,shahzad.waseem@outlook.com,+92-325-7749790,2000-07-16,M,Single,PhD,3000943,Premium,2022-03-13,False
1613,Shahzad,Ahmed,shahzad.ahmed@yahoo.com,+92-348-6533406,1996-09-22,Other,Divorced,Higher Secondary,1480066,Regular,2025-07-23,True
1614,Yusuf,Waseem,yusuf.waseem@yahoo.com,+92-303-5431813,2003-07-25,F,Divorced,PhD,1066947,Regular,2022-08-26,True
1615,Arham,Qureshi,arham.qureshi@gmail.com,+92-300-8810459,1957-06-12,F,Single,Other,1400450,Regular,2022-10-30,True
1616,Mariam,Ahmed,mariam.ahmed@outlook.com,+92-302-8871767,1979-07-03,M,Widowed,Other,943800,Regular,2022-06-25,True
1617,Arham,Khalid,arham.khalid@hotmail.com,+92-304-9927858,1988-02-10,Other,Married,Bachelor,279929,Occasional,2021-02-11,True
1618,Haris,Khalid,haris.khalid@outlook.com,+92-327-9746985,1988-12-02,Other,Divorced,Primary,555627,Regular,2024-03-12,False
1619,Amina,Qureshi,amina.qureshi@yahoo.com,+92-304-6017633,1947-08-24,Other,Widowed,Secondary,475857,Occasional,2025-01-25,False
1620,Zayan,Jafri,zayan.jafri@gmail.com,+92-321-7958219,1987-03-18,M,Divorced,Higher Secondary,1044760,Regular,2021-05-07,False
1621,Hassan,Farooq,hassan.farooq@outlook.com,+92-306-8733148,1968-08-27,F,Single,Other,626505,Occasional,2022-10-06,True
1622,Usman,Saeed,usman.saeed@outlook.com,+92-329-1916280,1993-04-13,Other,Divorced,Secondary,406009,Occasional,2023-02-04,True
1623,Noor,Naeem,noor.naeem@hotmail.com,+92-329-9255273,2005-09-01,Other,Divorced,Bachelor,1410804,Regular,2025-04-01,True
1624,Nida,Ali,nida.ali@outlook.com,+92-324-6699482,1961-02-17,F,Divorced,Higher Secondary,11684641,VIP,2022-12-22,True
1625,Amaan,Rizvi,amaan.rizvi@outlook.com,+92-333-6994711,1989-08-26,F,Married,Bachelor,994570,Regular,2024-05-15,True
1626,Sumaya,Waseem,sumaya.waseem@gmail.com,+92-313-4513571,1983-08-23,F,Single,Master,2503347,Premium,2023-04-05,True
1627,Sumaya,Qureshi,sumaya.qureshi@gmail.com,+92-322-7606609,2000-06-16,Other,Married,Bachelor,572878,Regular,2022-06-29,True
1628,Ayan,Zahid,ayan.zahid@yahoo.com,+92-338-9457228,1960-07-21,F,Single,Other,842613,Regular,2021-02-11,True
1629,Usman,Jafri,usman.jafri@hotmail.com,+92-341-2711666,1951-05-27,Other,Married,Other,694537,Regular,2020-12-31,True
1630,Shahzad,Farooq,shahzad.farooq@outlook.com,+92-327-2930836,1976-10-10,M,Widowed,Secondary,805402,Regular,2021-04-10,True
1631,Zain,Naeem,zain.naeem@outlook.com,+92-301-3658038,1989-11-18,F,Divorced,Primary,1111517,Regular,2021-09-09,True
1632,Sumaya,Naeem,sumaya.naeem@hotmail.com,+92-309-7774256,1955-02-12,M,Divorced,Higher Secondary,733931,Occasional,2023-06-07,False
1633,Amina,Raza,amina.raza@hotmail.com,+92-349-1813425,1971-04-12,Other,Widowed,Bachelor,766527,Regular,2020-11-13,True
1634,Zain,Jafri,zain.jafri@yahoo.com,+92-333-8166787,1960-12-14,F,Single,Other,1376009,Regular,2021-04-22,True
1635,Zoya,Naqvi,zoya.naqvi@yahoo.com,+92-330-2533861,1972-01-12,M,Single,Other,1423997,Regular,2024-02-01,True
1636,Sana,Jafri,sana.jafri@outlook.com,+92-318-5611715,1951-04-18,F,Divorced,Secondary,694937,Regular,2021-01-15,True
1637,Zayan,Ahmed,zayan.ahmed@hotmail.com,+92-322-7683160,1986-04-23,F,Divorced,PhD,773175,Regular,2023-11-27,True
1638,Arham,Hussain,arham.hussain@yahoo.com,+92-341-6113971,1979-12-17,F,Single,Higher Secondary,12232930,VIP,2024-03-31,False
1639,Hassan,Malik,hassan.malik@gmail.com,+92-326-6268530,1969-12-21,M,Divorced,Master,1122550,Regular,2021-12-22,True
1640,Zoya,Jafri,zoya.jafri@hotmail.com,+92-349-3011262,1961-12-23,Other,Single,Master,646111,Occasional,2020-10-05,True
1641,Hassan,Saeed,hassan.saeed@yahoo.com,+92-302-9542836,2005-02-22,M,Widowed,Higher Secondary,1100116,Regular,2024-09-07,False
1642,Arham,Waseem,arham.waseem@outlook.com,+92-331-1557405,1950-10-19,Other,Divorced,Secondary,528254,Occasional,2020-10-13,True
1643,Shahzad,Khan,shahzad.khan@yahoo.com,+92-347-2466870,1980-04-21,M,Single,Master,1378794,Regular,2024-03-26,True
1644,Sana,Farooq,sana.farooq@yahoo.com,+92-310-9171166,1963-09-13,F,Single,Master,4711221,Premium,2022-04-23,True
1645,Ayan,Farooq,ayan.farooq@outlook.com,+92-344-4539758,1991-09-13,Other,Divorced,Primary,1244594,Regular,2020-11-04,False
1646,Amina,Rehman,amina.rehman@yahoo.com,+92-329-1283478,1962-09-17,Other,Divorced,Other,589222,Occasional,2023-07-29,True
1647,Aisha,Qureshi,aisha.qureshi@yahoo.com,+92-324-1101282,1982-01-08,M,Single,Bachelor,286143,Occasional,2021-08-11,True
1648,Ibrahim,Naeem,ibrahim.naeem@hotmail.com,+92-304-6337850,1950-03-23,Other,Divorced,Primary,334293,Occasional,2024-01-03,True
1649,Hassan,Waseem,hassan.waseem@gmail.com,+92-336-1865366,1996-06-04,M,Divorced,Higher Secondary,504383,Occasional,2023-10-12,True
1650,Zara,Nadeem,zara.nadeem@gmail.com,+92-340-5591312,1950-12-20,Other,Widowed,Secondary,8629169,VIP,2022-08-30,True
1651,Bilal,Rashid,bilal.rashid@outlook.com,+92-338-3360731,1971-02-12,F,Married,Bachelor,1328925,Regular,2024-08-20,False
1652,Haris,Jafri,haris.jafri@hotmail.com,+92-322-4542786,1997-08-24,M,Single,Other,1335036,Regular,2023-10-14,True
1653,Nida,Jafri,nida.jafri@yahoo.com,+92-309-3607990,2000-05-25,M,Single,Other,298076,Occasional,2022-10-19,False
1654,Sadia,Malik,sadia.malik@hotmail.com,+92-329-9357069,1987-07-25,M,Single,Primary,1631033,Premium,2024-09-02,True
1655,Hania,Waseem,hania.waseem@gmail.com,+92-314-7131830,1988-09-21,F,Divorced,Master,1279850,Regular,2021-01-28,True
1656,Amina,Zaidi,amina.zaidi@hotmail.com,+92-304-8028937,1960-03-15,Other,Widowed,Bachelor,1269295,Regular,2024-02-28,False
1657,Hafsa,Rizwan,hafsa.rizwan@gmail.com,+92-348-4505204,1997-11-01,Other,Married,PhD,876229,Regular,2020-09-04,False
1658,Rabia,Saleem,rabia.saleem@gmail.com,+92-337-7046696,1956-07-18,M,Divorced,Higher Secondary,11087759,VIP,2020-10-05,True
1659,Amina,Raza,amina.raza@outlook.com,+92-338-8788296,1967-04-04,M,Married,PhD,1192533,Regular,2024-10-21,True
1660,Hamza,Saleem,hamza.saleem@hotmail.com,+92-319-9951464,1985-04-10,M,Single,Master,1167300,Regular,2020-11-18,True
1661,Amina,Siddiqui,amina.siddiqui@gmail.com,+92-320-6078984,1988-07-06,M,Married,PhD,1343048,Regular,2023-02-24,True
1662,Bilal,Khalid,bilal.khalid@hotmail.com,+92-322-7774252,1978-04-28,F,Married,Higher Secondary,1408260,Regular,2021-12-05,True
1663,Rayyan,Waseem,rayyan.waseem@hotmail.com,+92-347-2401626,1970-10-23,M,Divorced,Bachelor,767387,Regular,2024-02-26,True
1664,Ibrahim,Jafri,ibrahim.jafri@yahoo.com,+92-320-5645664,1978-05-24,F,Divorced,Master,608518,Regular,2025-03-14,True
1665,Ahmed,Hussain,ahmed.hussain@yahoo.com,+92-325-6461161,1996-08-09,Other,Single,Master,1093801,Regular,2021-03-10,True
1666,Zoya,Khalid,zoya.khalid@hotmail.com,+92-318-5749003,1966-10-18,F,Divorced,Master,1398683,Regular,2021-04-20,False
1667,Hassan,Naqvi,hassan.naqvi@outlook.com,+92-346-8376677,1998-08-27,M,Married,Primary,1316632,Regular,2022-06-06,True
1668,Hania,Abbas,hania.abbas@outlook.com,+92-311-4813425,1996-10-12,M,Married,Bachelor,1467304,Regular,2023-01-22,True
1669,Maryam,Khalid,maryam.khalid@outlook.com,+92-308-9173581,1972-04-21,F,Divorced,Master,667627,Regular,2021-11-30,True
1670,Jannat,Naeem,jannat.naeem@outlook.com,+92-341-8042192,1984-09-04,Other,Widowed,Master,1409167,Regular,2023-08-04,True
1671,Ibrahim,Khan,ibrahim.khan@gmail.com,+92-316-4657180,1950-10-04,M,Divorced,Secondary,767862,Regular,2022-11-09,True
1672,Noor,Ali,noor.ali@gmail.com,+92-341-7628093,1989-03-07,F,Single,PhD,1203439,Regular,2024-11-03,True
1673,Haris,Rizvi,haris.rizvi@yahoo.com,+92-345-8160604,1953-12-22,Other,Divorced,Other,334889,Occasional,2024-05-12,True
1674,Zayan,Malik,zayan.malik@hotmail.com,+92-304-4475839,1985-04-26,Other,Single,PhD,539271,Occasional,2025-05-18,True
1675,Zara,Malik,zara.malik@hotmail.com,+92-326-5397542,1986-09-03,Other,Divorced,Primary,1329627,Regular,2024-10-13,False
1676,Haris,Hussain,haris.hussain@hotmail.com,+92-333-6948061,1970-11-22,M,Single,Other,981702,Regular,2022-12-23,False
1677,Haris,Khan,haris.khan@gmail.com,+92-317-5632435,1958-11-24,F,Widowed,PhD,682689,Regular,2023-05-08,True
1678,Ibrahim,Abbas,ibrahim.abbas@outlook.com,+92-331-2252207,2006-09-18,M,Single,Higher Secondary,4934585,Premium,2020-10-24,True
1679,Ayan,Ahmed,ayan.ahmed@hotmail.com,+92-331-6109933,1961-03-19,Other,Divorced,Master,1481720,Regular,2022-09-30,True
1680,Shahzad,Khan,shahzad.khan@yahoo.com,+92-349-1083315,1962-08-04,Other,Married,Master,257309,Occasional,2024-01-13,True
1681,Ali,Jafri,ali.jafri@yahoo.com,+92-346-5580548,2000-11-15,M,Married,Higher Secondary,1435289,Regular,2023-12-29,True
1682,Amina,Khan,amina.khan@outlook.com,+92-330-3653363,1953-07-06,M,Married,Other,1280480,Regular,2020-11-26,True
1683,Hussein,Naeem,hussein.naeem@yahoo.com,+92-314-5969992,1982-11-24,M,Single,Higher Secondary,1422489,Regular,2023-05-19,True
1684,Rabia,Rashid,rabia.rashid@hotmail.com,+92-326-5281756,1976-09-14,F,Married,Higher Secondary,796104,Regular,2021-11-05,True
1685,Haris,Malik,haris.malik@hotmail.com,+92-345-9586610,1999-05-07,M,Widowed,Higher Secondary,1118102,Regular,2023-05-22,True
1686,Noor,Hashmi,noor.hashmi@yahoo.com,+92-305-8293092,2002-07-20,Other,Single,Bachelor,1570082,Premium,2022-06-22,True
1687,Rayyan,Nadeem,rayyan.nadeem@gmail.com,+92-317-9536855,1966-10-03,M,Divorced,Primary,436190,Occasional,2023-08-23,True
1688,Hania,Naqvi,hania.naqvi@outlook.com,+92-334-1312065,1971-08-24,Other,Widowed,Bachelor,453036,Occasional,2025-04-18,True
1689,Haris,Iqbal,haris.iqbal@hotmail.com,+92-318-1185478,1951-04-23,M,Divorced,Higher Secondary,733989,Occasional,2023-10-26,True
1690,Ali,Siddiqui,ali.siddiqui@hotmail.com,+92-316-5835984,1965-08-15,Other,Single,Primary,1714170,Premium,2020-08-25,True
1691,Zoya,Waseem,zoya.waseem@gmail.com,+92-336-9135885,2002-07-23,Other,Married,Other,988256,Regular,2023-08-13,True
1692,Ali,Waseem,ali.waseem@gmail.com,+92-327-5787429,1983-12-25,M,Widowed,Bachelor,683555,Occasional,2022-06-03,False
1693,Usman,Qureshi,usman.qureshi@gmail.com,+92-331-9105232,1944-01-25,M,Divorced,Primary,1236097,Regular,2021-05-22,True
1694,Shahzad,Jafri,shahzad.jafri@outlook.com,+92-308-4337342,1975-10-06,Other,Single,Other,2018978,Premium,2021-10-26,True
1695,Ayan,Hashmi,ayan.hashmi@gmail.com,+92-307-8698394,1970-12-27,Other,Single,Other,2286579,Premium,2023-10-21,True
1696,Zara,Naeem,zara.naeem@hotmail.com,+92-315-3124648,1968-05-19,F,Widowed,PhD,913590,Regular,2021-12-18,True
1697,Zoya,Khan,zoya.khan@outlook.com,+92-316-9941546,1983-01-13,M,Single,Secondary,1015275,Regular,2022-08-21,True
1698,Arham,Zahid,arham.zahid@outlook.com,+92-313-7818762,1962-02-24,F,Widowed,Master,395441,Occasional,2025-07-11,True
1699,Hania,Rizwan,hania.rizwan@hotmail.com,+92-323-4539055,1989-02-01,M,Single,PhD,592015,Occasional,2022-10-04,True
1700,Ahmed,Naqvi,ahmed.naqvi@hotmail.com,+92-334-1070037,2006-06-10,F,Widowed,Bachelor,861383,Regular,2022-03-05,False
1701,Khadija,Hassan,khadija.hassan@yahoo.com,+92-322-6832121,1953-01-18,Other,Widowed,Bachelor,695354,Regular,2024-06-29,False
1702,Ali,Iqbal,ali.iqbal@yahoo.com,+92-317-3090002,1990-03-03,M,Widowed,Higher Secondary,610438,Regular,2025-05-09,True
1703,Mahnoor,Naqvi,mahnoor.naqvi@outlook.com,+92-329-5110400,1993-11-18,F,Married,Primary,309747,Occasional,2023-06-13,True
1704,Arham,Rehman,arham.rehman@outlook.com,+92-339-2842530,1973-12-28,F,Widowed,Secondary,957745,Regular,2023-11-27,True
1705,Ayan,Abbas,ayan.abbas@outlook.com,+92-347-5005121,1975-10-24,F,Widowed,Master,1435860,Regular,2023-06-23,False
1706,Shahzad,Khan,shahzad.khan@outlook.com,+92-329-6751991,1991-01-06,F,Single,Primary,1471415,Regular,2023-11-30,True
1707,Rabia,Hassan,rabia.hassan@hotmail.com,+92-342-7433995,1971-02-12,Other,Widowed,Bachelor,1159371,Regular,2024-03-25,False
1708,Usman,Zahid,usman.zahid@outlook.com,+92-338-2047652,1982-03-09,M,Single,Master,827178,Regular,2024-08-19,True
1709,Usman,Zahid,usman.zahid@yahoo.com,+92-302-4389132,1979-06-04,Other,Single,Higher Secondary,1382790,Regular,2025-05-05,False
1710,Ahmed,Waseem,ahmed.waseem@outlook.com,+92-313-5520462,1961-08-16,M,Widowed,Secondary,1033216,Regular,2020-12-02,False
1711,Arham,Malik,arham.malik@outlook.com,+92-322-6354424,1971-08-28,M,Widowed,Bachelor,2203976,Premium,2022-03-10,True
1712,Hafsa,Ali,hafsa.ali@outlook.com,+92-323-8503564,1988-06-01,Other,Divorced,PhD,846994,Regular,2024-10-13,True
1713,Umar,Farooq,umar.farooq@yahoo.com,+92-349-7863689,1964-04-16,Other,Single,Master,2587223,Premium,2023-04-25,True
1714,Amaan,Rizwan,amaan.rizwan@hotmail.com,+92-315-2878024,1977-05-08,M,Widowed,Higher Secondary,1277690,Regular,2020-09-18,True
1715,Nida,Saeed,nida.saeed@yahoo.com,+92-344-7606925,1993-09-02,M,Widowed,Primary,3117225,Premium,2023-07-23,True
1716,Rayyan,Siddiqui,rayyan.siddiqui@outlook.com,+92-315-8362009,1946-04-01,F,Single,Secondary,1151524,Regular,2021-02-18,True
1717,Arham,Ahmed,arham.ahmed@hotmail.com,+92-306-5902322,1983-11-12,M,Single,Bachelor,830489,Regular,2025-05-31,True
1718,Ayan,Ahmed,ayan.ahmed@gmail.com,+92-300-8107096,2003-10-19,F,Divorced,Master,829674,Regular,2025-06-25,True
1719,Sumaya,Rashid,sumaya.rashid@hotmail.com,+92-308-9361781,1971-08-13,F,Single,Primary,692593,Regular,2021-06-06,False
1720,Bilal,Rehman,bilal.rehman@outlook.com,+92-331-3235105,1986-02-27,M,Widowed,PhD,1505255,Premium,2025-02-15,True
1721,Zain,Qureshi,zain.qureshi@yahoo.com,+92-345-3509354,1986-09-02,M,Married,Other,860407,Regular,2021-06-26,True
1722,Nida,Rashid,nida.rashid@hotmail.com,+92-332-6390480,1993-04-04,F,Single,Master,994624,Regular,2021-10-01,True
1723,Hussein,Zaidi,hussein.zaidi@yahoo.com,+92-300-8184390,2002-03-02,F,Single,PhD,452045,Occasional,2024-08-21,False
1724,Zara,Khalid,zara.khalid@yahoo.com,+92-333-7244453,1959-11-11,Other,Single,Other,702261,Regular,2025-07-25,True
1725,Zain,Waseem,zain.waseem@gmail.com,+92-342-4632354,2000-08-21,M,Single,Master,613493,Regular,2021-08-04,True
1726,Ibrahim,Hassan,ibrahim.hassan@hotmail.com,+92-324-2165002,1986-08-22,F,Widowed,PhD,505913,Regular,2024-12-14,True
1727,Usman,Saleem,usman.saleem@outlook.com,+92-304-7482477,1962-03-09,Other,Widowed,Higher Secondary,708801,Occasional,2022-02-28,True
1728,Shahzad,Rehman,shahzad.rehman@yahoo.com,+92-303-2350050,1982-03-23,M,Widowed,PhD,508137,Occasional,2021-03-17,False
1729,Aisha,Waseem,aisha.waseem@gmail.com,+92-307-6868096,2004-06-11,F,Widowed,Other,1377506,Regular,2021-03-16,True
1730,Rayyan,Khan,rayyan.khan@hotmail.com,+92-311-2450169,1947-07-01,Other,Married,Secondary,1422252,Regular,2023-07-25,True
1731,Nida,Rehman,nida.rehman@yahoo.com,+92-304-3003403,1950-11-13,F,Divorced,Other,568777,Occasional,2024-05-04,True
1732,Abdullah,Raza,abdullah.raza@yahoo.com,+92-338-4309852,1979-01-04,F,Widowed,Primary,964498,Regular,2022-10-24,False
1733,Ibrahim,Rizvi,ibrahim.rizvi@outlook.com,+92-326-3275520,1999-11-04,F,Widowed,PhD,815948,Regular,2024-03-16,True
1734,Muhammad,Ahmed,muhammad.ahmed@yahoo.com,+92-326-7518483,1956-09-05,Other,Divorced,Other,1453742,Regular,2023-10-27,True
1735,Ayesha,Jafri,ayesha.jafri@yahoo.com,+92-347-4717176,2002-06-12,F,Single,Other,1456313,Regular,2023-11-23,True
1736,Khadija,Naqvi,khadija.naqvi@outlook.com,+92-338-3057975,1985-01-22,F,Divorced,Other,1128095,Regular,2024-02-05,False
1737,Zoya,Rizwan,zoya.rizwan@yahoo.com,+92-309-9162970,1976-07-06,Other,Widowed,PhD,1371259,Regular,2025-02-27,True
1738,Yusuf,Rizvi,yusuf.rizvi@yahoo.com,+92-308-1595291,2002-07-05,Other,Single,Higher Secondary,1058524,Regular,2024-12-15,True
1739,Zoya,Siddiqui,zoya.siddiqui@gmail.com,+92-321-2432895,1985-10-11,Other,Single,Other,596350,Regular,2021-09-22,False
1740,Zayan,Jafri,zayan.jafri@outlook.com,+92-324-4788942,1945-11-27,Other,Widowed,Primary,1437884,Regular,2025-04-19,False
1741,Hassan,Jafri,hassan.jafri@yahoo.com,+92-342-9341280,1975-03-19,M,Widowed,PhD,799379,Regular,2023-02-23,True
1742,Ali,Naeem,ali.naeem@hotmail.com,+92-331-2493405,1958-08-21,Other,Married,Master,1093591,Regular,2023-03-02,True
1743,Jannat,Rashid,jannat.rashid@hotmail.com,+92-331-7929355,1948-11-21,F,Widowed,Master,1031079,Regular,2023-09-11,True
1744,Ali,Rizwan,ali.rizwan@gmail.com,+92-302-6191018,2002-01-10,F,Widowed,Primary,612202,Regular,2021-11-01,False
1745,Nida,Akhtar,nida.akhtar@outlook.com,+92-326-5968521,1956-01-24,F,Widowed,Higher Secondary,1079059,Regular,2024-01-25,True
1746,Fatima,Hassan,fatima.hassan@outlook.com,+92-309-7603149,1965-08-12,M,Divorced,Bachelor,971649,Regular,2025-01-06,False
1747,Rabia,Saeed,rabia.saeed@gmail.com,+92-303-4772318,1980-08-12,Other,Single,Secondary,691928,Regular,2023-07-08,True
1748,Sana,Abbas,sana.abbas@yahoo.com,+92-349-5859056,1956-03-25,Other,Married,Other,282219,Occasional,2021-09-18,True
1749,Ibrahim,Rizwan,ibrahim.rizwan@outlook.com,+92-339-5096459,1996-07-18,Other,Widowed,Other,3658104,Premium,2021-12-04,True
1750,Yusuf,Malik,yusuf.malik@gmail.com,+92-325-5917297,1983-01-02,M,Married,Bachelor,1128705,Regular,2023-12-09,True
1751,Ali,Hassan,ali.hassan@gmail.com,+92-325-6879928,1957-10-03,F,Single,Other,328868,Occasional,2024-03-13,True
1752,Aisha,Hussain,aisha.hussain@hotmail.com,+92-326-8723407,1959-11-04,M,Married,Bachelor,1467027,Regular,2021-12-18,False
1753,Bilal,Iqbal,bilal.iqbal@yahoo.com,+92-322-2696097,1962-04-19,M,Single,Secondary,646687,Occasional,2021-01-22,True
1754,Amina,Hussain,amina.hussain@gmail.com,+92-336-3879834,1960-05-01,M,Married,Secondary,1195709,Regular,2025-04-13,False
1755,Abdullah,Tariq,abdullah.tariq@gmail.com,+92-311-5603257,1974-04-11,Other,Divorced,Higher Secondary,234836,Occasional,2021-11-27,False
1756,Ibrahim,Waseem,ibrahim.waseem@outlook.com,+92-312-8096368,1973-02-25,M,Single,Master,523132,Regular,2022-10-12,True
1757,Zoya,Tariq,zoya.tariq@outlook.com,+92-303-7176363,1983-04-16,M,Single,Primary,1194351,Regular,2021-05-03,True
1758,Zayan,Saleem,zayan.saleem@hotmail.com,+92-314-9242610,1975-11-09,M,Single,Higher Secondary,1183272,Regular,2024-07-02,True
1759,Ayan,Naeem,ayan.naeem@hotmail.com,+92-314-7176726,1957-02-12,M,Divorced,PhD,516572,Regular,2021-12-22,False
